age,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,gender_F,gender_M,residence_D,residence_H,location_R,location_U,TARGET_PREDICTION_PERCENT
21,0,1,1,0,1,2,3,4,2,1,0,1,0,4,4,95,70,76,True,False,True,False,False,True,85
20,0,0,6,0,0,2,5,5,1,1,1,3,0,4,1,68,61,81,False,True,False,True,True,False,77
16,1,0,2,1,1,5,2,2,5,1,1,1,1,7,5,87,96,73,True,False,False,True,True,False,85
18,1,1,9,0,0,2,3,4,5,0,1,1,1,9,5,97,95,92,True,False,False,True,True,False,94
19,0,1,1,0,1,3,3,3,2,0,1,1,0,2,4,88,80,73,True,False,True,False,False,True,75
19,0,1,2,1,1,3,3,3,5,1,1,1,0,4,3,92,90,89,True,False,True,False,False,True,90
19,0,1,8,0,1,4,5,5,5,1,1,0,0,3,5,96,97,94,False,True,True,False,False,True,93
17,1,0,2,1,0,5,1,4,4,1,1,1,1,6,4,87,92,91,True,False,True,False,False,True,87
21,0,0,8,0,0,1,3,1,0,0,0,2,0,2,3,52,49,51,True,False,False,True,True,False,51
20,0,1,5,0,0,4,2,0,3,0,1,0,1,6,2,86,91,89,True,False,True,False,True,False,93
11,0,0,4,0,1,3,5,4,5,0,0,0,1,14,4,73,73,67,False,True,False,True,True,False,71
24,0,1,3,1,0,5,5,1,0,0,0,2,0,4,1,81,69,95,True,False,False,True,False,True,82
16,1,1,4,0,0,4,5,3,1,1,1,3,0,4,4,49,59,56,False,True,True,False,True,False,59
16,1,1,4,0,0,4,3,2,2,1,0,3,1,4,5,47,50,65,True,False,False,True,False,True,55
20,0,1,2,0,1,3,5,4,4,1,0,1,1,5,4,84,84,81,True,False,False,True,False,True,83
13,1,1,8,0,0,5,2,2,5,0,1,0,0,8,5,74,78,72,True,False,True,False,True,False,74
21,0,0,4,1,1,3,4,3,3,1,1,1,1,3,4,88,91,78,False,True,True,False,True,False,92
21,1,1,3,1,1,4,5,3,1,0,0,0,1,4,4,67,75,77,True,False,False,True,True,False,78
20,0,0,4,1,0,1,5,5,3,1,0,1,0,5,5,72,71,72,True,False,False,True,False,True,74
16,0,1,1,0,0,5,2,4,4,1,1,3,1,4,4,87,89,91,True,False,True,False,True,False,89
16,0,1,1,1,1,3,5,1,1,1,1,5,1,4,5,78,81,65,True,False,True,False,False,True,98
20,0,1,3,1,1,4,4,4,4,1,0,1,0,4,4,83,83,76,True,False,True,False,False,True,76
23,0,0,5,1,1,3,4,3,3,1,1,1,1,3,4,89,92,79,False,True,True,False,True,False,82
19,1,0,8,0,1,2,2,4,2,1,1,3,0,5,4,51,54,50,False,True,True,False,True,False,51
22,0,1,2,0,1,1,4,2,2,1,0,0,1,4,4,87,87,82,False,True,True,False,True,False,85
19,0,1,3,1,1,2,3,5,5,1,1,0,0,3,5,95,92,90,True,False,False,True,False,True,93
19,0,1,3,0,1,4,3,5,4,1,1,3,1,4,5,89,81,63,False,True,False,True,False,True,78
20,1,1,3,0,0,5,3,5,4,1,0,0,1,5,3,87,90,81,True,False,False,True,False,True,92
24,1,0,12,0,0,4,3,3,2,1,1,0,1,5,5,49,47,60,False,True,False,True,False,True,52
24,0,1,10,1,1,3,5,3,1,1,0,1,0,4,3,55,69,58,True,False,False,True,True,False,95
18,0,1,3,0,0,5,5,3,4,1,1,0,0,4,5,98,98,98,False,True,True,False,False,True,98
17,0,1,2,0,1,2,2,4,5,1,0,2,0,3,4,95,86,75,True,False,True,False,False,True,80
22,0,1,0,0,4,3,4,3,4,1,0,0,2,4,5,92,80,91,False,True,True,False,False,True,88
32,0,1,9,0,0,5,2,1,3,0,0,1,0,1,4,95,87,95,False,True,True,False,False,True,92
22,0,0,6,2,3,4,4,2,3,1,1,0,2,3,3,92,98,91,True,False,True,False,False,True,94
15,0,1,2,1,0,4,3,2,3,1,0,4,1,4,4,50,91,84,False,True,True,False,True,False,79
20,1,1,9,0,1,3,3,3,4,1,1,2,0,5,3,60,58,58,False,True,False,True,False,True,84
22,1,1,7,1,0,2,4,4,1,1,0,1,0,5,4,82,87,82,True,False,True,False,True,False,97
15,1,0,2,0,1,3,5,4,4,1,0,2,0,6,3,98,97,90,False,True,True,False,True,False,94
19,0,1,5,0,1,3,3,5,4,1,1,0,0,3,5,82,86,82,False,True,True,False,False,True,82
19,1,1,3,0,1,2,3,4,5,1,0,0,0,4,5,98,85,60,True,False,False,True,False,True,87
19,0,1,3,1,1,2,5,3,1,0,0,1,0,4,5,77,80,87,False,True,False,True,True,False,71
23,1,1,7,1,1,5,5,5,5,1,1,3,1,5,5,89,92,82,False,True,False,True,False,True,86
20,0,1,2,0,1,4,5,4,3,0,0,2,0,3,4,90,72,82,True,False,True,False,False,True,88
19,1,0,1,0,1,3,2,4,5,1,0,3,1,2,5,87,89,92,False,True,True,False,False,True,90
19,0,1,2,0,1,3,5,3,3,1,0,0,1,3,3,83,80,87,False,True,False,True,False,True,86
17,1,0,3,0,0,1,1,2,5,1,1,1,0,11,2,87,84,75,False,True,False,True,False,True,82
19,0,1,4,0,1,4,3,3,4,1,1,0,0,4,1,73,70,71,True,False,True,False,False,True,69
21,0,1,2,0,1,5,5,5,4,1,1,0,0,3,4,76,75,80,False,True,False,True,False,True,77
20,1,0,7,0,1,4,5,4,3,1,1,2,1,3,2,94,70,84,False,True,False,True,True,False,76
20,0,0,7,2,3,4,5,4,2,1,1,0,1,4,5,96,88,95,False,True,True,False,False,True,93
18,0,1,5,0,1,3,5,5,4,1,1,0,0,4,5,80,84,82,False,True,True,False,False,True,81
19,1,1,4,1,2,4,5,3,4,1,1,0,0,3,5,96,97,92,True,False,True,False,False,True,94
23,0,1,5,0,1,4,4,4,2,1,0,0,1,3,5,44,54,62,True,False,True,False,True,False,98
17,0,1,1,0,0,4,5,1,2,1,0,2,1,4,5,70,88,92,False,True,True,False,False,True,85
20,0,0,4,1,1,3,4,4,4,1,1,1,0,4,4,74,71,88,True,False,False,True,False,True,76
19,0,1,8,0,1,1,5,5,5,1,1,0,0,3,5,95,95,93,False,True,True,False,False,True,91
18,1,1,5,1,1,2,5,0,2,0,1,0,1,6,2,70,71,66,False,True,False,True,False,True,70
17,1,0,2,0,0,4,5,4,3,1,0,4,1,4,5,93,100,93,False,True,True,False,True,False,95
21,0,1,5,0,1,1,4,5,3,1,1,1,0,3,4,73,72,86,False,True,False,True,False,True,75
23,1,1,1,0,1,1,5,1,4,1,0,0,0,5,4,62,84,71,True,False,False,True,True,False,73
22,1,1,4,1,1,3,4,1,1,0,0,1,0,4,4,72,71,69,True,False,False,True,True,False,76
15,1,1,2,0,0,3,5,4,4,1,1,3,0,4,5,88,91,79,False,True,True,False,False,True,91
20,0,1,4,0,0,4,3,4,3,0,1,1,0,4,2,90,89,79,False,True,True,False,False,True,85
19,1,1,1,0,4,4,4,5,2,1,1,0,2,4,5,82,91,94,True,False,True,False,False,True,92
16,0,1,2,0,1,1,5,4,2,1,1,1,0,3,4,82,80,80,False,True,True,False,False,True,80
19,1,1,5,1,1,1,5,2,0,0,0,0,1,3,5,90,89,96,True,False,False,True,True,False,90
22,0,1,3,1,0,3,3,1,1,0,0,1,0,3,5,75,75,78,False,True,False,True,True,False,73
19,1,1,3,0,1,5,5,4,4,1,0,0,1,4,5,89,76,99,True,False,True,False,False,True,95
21,0,1,5,0,1,3,3,3,3,1,0,2,1,5,4,78,90,67,False,True,False,True,False,True,78
25,0,1,8,1,1,4,3,4,3,1,1,4,0,4,4,65,47,83,False,True,False,True,False,True,65
19,0,1,1,1,1,2,4,3,1,0,0,1,0,4,5,75,80,72,True,False,False,True,True,False,75
18,1,0,2,0,0,5,3,4,4,1,1,2,1,4,4,78,56,76,True,False,True,False,False,True,68
19,1,0,7,0,1,4,5,5,4,1,1,0,0,4,5,97,97,94,False,True,True,False,False,True,95
20,1,1,3,0,0,3,3,5,5,1,0,0,0,5,5,78,80,85,True,False,True,False,False,True,87
21,1,1,6,1,1,3,3,3,3,1,1,2,1,4,4,89,92,79,False,True,True,False,True,False,85
21,0,1,1,0,1,4,4,4,2,1,0,0,0,4,4,69,73,76,False,True,True,False,False,True,73
20,1,1,2,0,0,2,5,5,1,0,0,0,1,3,2,50,77,61,True,False,True,False,True,False,71
16,1,1,2,1,1,4,5,3,3,1,1,2,1,4,4,94,95,95,True,False,True,False,False,True,93
15,1,1,1,0,0,5,5,2,2,1,1,1,0,6,4,93,74,78,False,True,True,False,False,True,98
16,1,0,2,0,0,3,5,3,3,1,0,4,0,5,4,90,82,98,True,False,True,False,False,True,96
22,0,1,1,1,0,2,4,2,1,1,0,0,1,8,5,87,80,53,False,True,False,True,True,False,67
22,1,0,4,1,0,3,1,3,5,1,0,4,1,2,3,75,72,68,False,True,True,False,False,True,74
21,0,1,2,0,1,5,2,1,4,1,0,0,1,3,4,68,63,82,True,False,True,False,False,True,86
22,1,1,4,1,0,3,2,3,3,1,0,1,0,4,3,98,99,75,False,True,False,True,False,True,91
22,0,1,6,0,0,5,4,5,2,1,1,3,0,4,2,56,53,51,True,False,True,False,False,True,57
19,0,0,3,0,0,3,5,2,1,1,0,3,1,4,1,66,64,86,False,True,False,True,True,False,72
18,1,1,2,0,1,2,3,5,5,1,0,1,1,4,4,77,90,85,False,True,True,False,False,True,80
18,1,1,2,0,1,3,4,3,3,0,0,3,0,6,4,95,94,78,False,True,False,True,True,False,89
20,0,1,8,1,1,4,4,4,4,1,0,1,0,4,4,84,82,75,False,True,False,True,False,True,93
20,0,1,4,0,0,4,3,4,3,0,1,1,0,4,3,91,91,82,False,True,True,False,True,False,87
19,0,1,2,1,0,2,2,3,2,1,0,3,1,4,4,94,91,75,False,True,False,True,True,False,87
19,0,1,7,1,0,3,4,4,3,1,0,1,0,5,5,93,95,64,True,False,False,True,True,False,62
21,1,1,5,0,3,3,3,4,3,1,1,0,2,5,3,99,97,98,True,False,True,False,False,True,95
26,0,0,8,0,0,3,3,0,3,1,0,1,1,13,5,78,70,72,True,False,False,True,False,True,73
21,0,1,8,1,1,4,5,5,2,1,0,1,0,3,5,84,86,85,False,True,True,False,False,True,87
19,1,0,7,0,0,4,4,4,4,1,0,0,2,4,5,80,82,92,False,True,False,True,False,True,90
20,1,1,4,1,0,3,5,3,3,1,0,1,0,3,3,76,77,80,True,False,True,False,False,True,77
16,1,1,7,1,0,4,4,4,3,1,0,0,1,3,5,76,85,80,False,True,False,True,True,False,81
22,0,1,1,0,0,2,4,5,0,0,0,4,0,2,5,67,72,74,False,True,True,False,True,False,73
24,0,0,9,1,1,2,3,4,4,0,0,0,1,11,4,70,73,93,False,True,True,False,True,False,78
21,0,1,7,1,1,5,4,4,3,1,1,1,1,4,4,90,95,86,False,True,False,True,True,False,91
19,1,1,3,1,1,4,5,5,1,1,0,1,0,4,5,83,90,77,False,True,True,False,False,True,71
22,0,1,3,1,0,3,4,5,2,0,1,0,1,6,5,61,54,67,True,False,True,False,True,False,53
16,1,1,2,0,0,4,3,4,3,1,0,2,1,4,2,67,78,91,True,False,True,False,False,True,78
21,1,1,2,1,4,5,4,4,4,1,0,0,1,3,4,89,94,88,True,False,True,False,False,True,92
20,0,1,6,0,0,3,5,2,3,1,0,1,0,5,5,87,85,45,True,False,True,False,False,True,80
22,0,1,2,0,1,4,4,4,1,1,0,1,0,4,4,87,90,88,True,False,True,False,False,True,87
28,1,1,1,0,0,3,3,4,3,1,0,3,1,4,4,95,76,65,False,True,False,True,True,False,79
21,0,1,1,0,1,2,4,4,2,0,0,0,0,4,4,67,63,62,True,False,True,False,False,True,63
19,0,1,5,1,1,2,5,5,5,1,1,0,0,3,5,87,88,85,True,False,True,False,False,True,85
24,1,1,4,0,0,2,5,5,3,1,0,0,1,3,5,49,53,77,False,True,False,True,True,False,58
18,1,0,4,1,2,4,4,3,5,1,0,0,0,3,4,82,81,89,False,True,True,False,False,True,88
18,1,0,1,2,3,5,3,5,4,1,0,0,0,5,5,94,100,93,True,False,True,False,False,True,92
26,0,0,9,1,1,3,3,3,2,1,0,3,1,4,5,69,61,64,True,False,False,True,True,False,63
21,0,1,8,1,1,3,4,1,1,1,0,2,0,4,4,61,61,61,True,False,True,False,False,True,72
19,0,1,1,0,1,2,4,3,4,0,0,0,0,4,3,79,82,63,False,True,True,False,False,True,86
18,0,1,8,1,1,3,2,3,4,1,1,1,0,4,4,78,81,74,True,False,False,True,True,False,77
15,1,1,8,0,1,3,4,4,1,1,0,1,1,5,3,92,90,89,False,True,True,False,False,True,90
21,1,1,5,0,0,4,4,4,3,1,0,0,0,6,5,92,81,80,True,False,False,True,False,True,79
22,0,1,10,1,0,2,4,2,1,1,0,2,0,3,4,79,77,79,True,False,False,True,True,False,98
19,1,1,6,0,1,3,5,5,3,1,1,1,0,4,5,86,88,83,False,True,True,False,False,True,70
15,0,0,5,1,0,4,2,1,2,1,0,1,0,9,2,88,87,76,True,False,True,False,True,False,83
16,1,0,2,0,0,3,5,3,3,1,1,1,0,4,4,67,75,65,True,False,True,False,False,True,78
7,0,0,1,1,0,1,3,4,0,1,0,0,1,4,5,84,65,70,True,False,False,True,False,True,73
27,0,1,9,1,1,5,5,1,2,1,1,1,1,4,2,58,84,89,True,False,True,False,True,False,82
21,1,1,6,1,1,2,4,2,1,1,0,1,0,5,5,82,82,46,False,True,False,True,False,True,85
21,0,1,3,2,2,3,4,4,2,1,0,0,2,3,3,89,99,88,False,True,False,True,False,True,94
23,0,1,3,1,1,3,1,1,0,0,0,1,1,3,2,72,89,79,True,False,True,False,False,True,80
23,1,1,7,1,1,2,2,2,2,0,0,0,0,3,3,89,91,79,True,False,False,True,True,False,85
16,1,1,2,0,1,4,1,1,2,1,1,2,1,4,4,31,45,50,True,False,True,False,True,False,46
19,0,1,6,1,1,3,4,3,1,1,1,1,0,4,5,89,95,80,False,True,True,False,False,True,84
21,0,0,4,1,1,4,4,4,4,1,0,1,1,4,4,86,89,80,False,True,True,False,False,True,93
26,0,1,6,1,0,2,3,5,2,1,1,1,0,5,5,79,73,80,True,False,False,True,False,True,77
28,0,1,8,1,1,4,3,2,2,1,0,2,0,3,1,69,64,60,False,True,False,True,True,False,67
21,0,1,0,0,1,3,4,1,1,1,0,1,0,5,5,80,81,80,True,False,False,True,False,True,80
16,1,1,6,0,0,2,2,5,5,1,0,0,1,6,4,95,92,94,True,False,True,False,False,True,76
20,0,1,2,1,1,3,3,3,1,0,0,1,0,5,5,79,79,60,True,False,False,True,True,False,82
8,0,0,5,0,1,4,3,4,2,1,1,0,1,5,4,87,74,79,True,False,False,True,True,False,80
20,0,1,5,0,1,4,5,3,4,0,0,1,0,4,5,76,80,76,False,True,True,False,False,True,95
24,1,1,7,1,1,5,4,2,1,1,0,4,0,5,5,63,66,52,False,True,False,True,True,False,60
21,1,1,6,1,1,4,4,4,4,0,0,3,1,3,4,90,92,80,True,False,True,False,False,True,87
20,0,1,2,0,1,3,3,2,3,0,1,0,1,5,5,90,71,77,False,True,False,True,False,True,61
20,1,1,8,1,0,5,4,5,1,1,0,4,1,5,5,82,88,82,True,False,False,True,True,False,99
28,0,1,7,1,0,1,4,1,2,1,0,1,0,5,2,79,66,61,True,False,True,False,True,False,66
20,0,1,1,1,1,3,4,4,3,1,0,1,0,5,3,81,83,47,False,True,False,True,False,True,87
23,1,1,7,1,1,2,4,2,1,0,0,1,0,4,3,63,67,90,False,True,True,False,True,False,75
20,0,1,4,0,0,3,3,3,3,1,0,1,0,4,3,91,89,80,False,True,True,False,False,True,87
23,1,1,6,1,1,3,5,2,5,1,0,0,1,4,5,51,73,52,True,False,False,True,True,False,83
22,0,1,4,1,1,5,5,2,2,1,0,1,0,4,5,75,77,78,False,True,True,False,False,True,77
23,0,1,5,0,1,2,5,1,1,0,0,0,1,5,4,79,95,71,False,True,False,True,False,True,59
15,1,1,4,0,1,2,3,4,4,0,0,2,1,3,1,86,84,76,False,True,False,True,False,True,80
17,0,1,2,0,0,1,3,1,1,1,0,3,1,3,5,89,87,57,True,False,True,False,True,False,70
20,0,1,4,1,0,4,5,5,4,0,0,0,1,6,2,94,92,78,True,False,False,True,False,True,90
15,1,1,1,0,0,4,5,4,4,1,1,2,0,1,5,86,75,92,False,True,True,False,False,True,78
20,1,1,18,1,0,3,4,2,2,1,0,0,0,4,5,95,96,80,False,True,True,False,True,False,80
22,0,1,7,0,1,2,5,2,2,1,0,1,0,4,5,86,82,80,True,False,True,False,True,False,82
16,0,1,2,0,1,3,5,2,2,1,1,2,0,3,5,87,78,98,False,True,False,True,False,True,92
27,0,0,6,0,1,4,5,1,3,1,1,4,0,5,2,71,82,79,False,True,True,False,True,False,71
24,1,1,5,1,1,5,3,3,1,1,0,4,1,4,5,62,69,71,True,False,False,True,True,False,65
19,1,1,8,1,1,1,5,2,3,0,0,1,0,4,5,88,90,82,False,True,True,False,False,True,79
19,0,1,1,0,0,2,1,5,5,0,0,1,1,4,1,79,76,68,False,True,True,False,False,True,74
17,0,1,2,0,1,2,4,4,5,1,0,0,0,5,3,78,80,67,True,False,True,False,False,True,82
19,0,1,3,0,1,3,4,2,3,1,0,1,0,5,3,85,84,85,True,False,True,False,False,True,84
20,1,1,5,0,0,3,3,2,2,1,0,0,1,5,5,95,50,59,False,True,False,True,False,True,64
21,0,1,4,1,1,1,3,2,2,0,1,1,0,4,4,88,88,45,False,True,True,False,False,True,84
16,1,1,1,1,0,4,5,3,2,0,1,3,1,5,5,56,55,45,False,True,True,False,False,True,51
22,0,1,5,1,1,5,5,5,4,1,1,0,1,3,2,73,69,81,False,True,True,False,True,False,97
20,1,0,3,1,0,1,1,2,1,0,0,1,1,5,3,79,80,83,True,False,False,True,False,True,82
20,1,0,2,1,0,5,4,1,1,0,0,1,0,6,5,86,55,98,False,True,True,False,True,False,98
21,0,1,3,0,0,1,2,3,5,1,0,1,1,4,5,80,80,92,False,True,True,False,False,True,80
21,0,1,2,0,1,3,5,3,5,1,0,1,0,4,5,66,67,68,False,True,True,False,False,True,71
21,1,0,4,0,4,5,4,5,5,1,1,0,0,3,5,78,82,99,True,False,True,False,False,True,89
21,0,1,6,0,1,3,4,5,5,1,1,0,1,6,3,54,58,62,True,False,False,True,True,False,88
16,1,0,2,0,1,2,4,3,3,0,1,1,0,4,5,98,95,95,True,False,True,False,True,False,96
22,1,0,2,1,1,4,4,1,0,0,0,4,0,3,2,38,30,54,True,False,False,True,False,True,41
18,0,1,1,0,1,1,4,3,2,0,0,0,0,4,4,84,71,83,False,True,True,False,False,True,75
20,0,1,1,0,0,4,4,4,4,1,1,1,1,4,4,95,98,89,False,True,False,True,False,True,94
18,0,0,4,2,1,5,3,3,4,1,1,0,0,3,5,98,95,97,True,False,True,False,False,True,94
18,0,1,2,0,0,2,1,2,3,1,0,1,1,3,4,54,70,98,False,True,False,True,False,True,74
21,1,0,1,2,2,5,4,2,3,1,0,0,0,3,3,90,91,89,True,False,True,False,False,True,88
16,0,1,1,0,0,3,5,2,2,1,1,1,0,5,1,74,77,74,True,False,True,False,False,True,76
15,0,1,2,0,0,4,1,3,2,1,1,1,0,3,4,67,75,65,False,True,True,False,False,True,78
19,0,1,3,0,1,4,5,5,4,1,1,0,1,3,5,94,95,96,False,True,False,True,False,True,92
23,1,1,5,0,0,1,5,5,4,0,1,0,1,2,1,65,75,70,True,False,True,False,False,True,95
21,1,0,8,0,1,3,3,5,1,1,0,1,0,1,2,77,89,70,True,False,False,True,False,True,78
19,0,1,4,1,0,3,2,4,3,1,0,1,0,4,3,61,55,57,True,False,False,True,True,False,20
19,1,1,6,0,1,4,5,5,4,1,1,0,0,3,5,95,93,91,False,True,True,False,False,True,92
19,0,1,4,0,1,3,3,5,3,1,0,0,0,4,5,98,97,94,True,False,True,False,True,False,95
26,1,1,4,1,1,3,5,4,1,1,0,4,1,3,5,78,80,82,False,True,False,True,True,False,99
15,1,1,3,1,1,5,4,2,1,1,0,2,1,4,5,77,66,69,True,False,True,False,True,False,75
23,1,1,6,0,1,4,4,2,1,1,1,2,1,5,2,80,81,74,True,False,False,True,True,False,82
25,0,1,10,1,0,4,5,4,2,1,1,1,1,4,2,92,74,99,False,True,False,True,True,False,88
21,0,1,1,0,1,3,4,3,1,1,0,0,0,5,5,92,54,79,False,True,True,False,False,True,79
19,0,1,2,0,0,3,1,2,3,1,0,1,1,4,4,91,82,79,False,True,False,True,True,False,84
23,0,0,5,0,1,5,5,2,5,0,0,0,0,5,5,86,65,97,True,False,True,False,True,False,95
17,0,1,4,0,1,4,5,1,2,0,1,1,1,14,4,91,79,89,True,False,True,False,True,False,86
24,0,0,3,1,1,5,1,5,5,1,1,1,0,6,1,89,92,78,False,True,True,False,True,False,97
20,0,1,0,0,2,4,5,5,5,1,1,0,1,4,5,86,95,98,False,True,True,False,False,True,94
22,1,1,2,0,1,1,3,2,3,0,0,0,1,4,5,89,84,78,False,True,True,False,True,False,88
23,1,1,7,1,1,3,3,3,3,1,1,0,0,3,3,88,90,79,False,True,False,True,True,False,86
23,0,0,2,0,0,4,4,2,5,1,0,1,0,4,5,82,69,54,False,True,True,False,True,False,64
27,1,1,2,0,1,4,5,1,0,0,0,4,1,5,2,51,43,49,False,True,True,False,True,False,48
17,1,0,9,1,0,1,3,1,0,0,0,0,1,11,5,80,70,68,False,True,False,True,True,False,72
20,0,1,3,0,1,3,4,4,0,0,0,2,1,6,2,58,55,60,True,False,True,False,True,False,61
19,1,1,9,0,1,5,5,5,5,1,0,0,1,5,5,78,79,80,False,True,False,True,True,False,81
21,1,1,5,1,1,3,4,4,3,1,1,1,0,4,3,92,85,75,False,True,False,True,False,True,80
18,1,1,2,0,1,5,3,4,5,1,0,1,0,5,5,82,77,75,False,True,True,False,False,True,80
20,1,1,1,0,0,3,5,5,4,1,0,0,1,4,5,91,75,84,False,True,False,True,True,False,81
20,1,0,4,0,0,5,3,4,3,1,0,4,0,4,4,72,71,73,True,False,False,True,False,True,76
16,0,1,2,0,1,4,5,4,4,1,1,5,0,4,4,86,89,80,False,True,True,False,False,True,89
27,0,1,10,1,0,3,3,1,1,1,1,3,1,5,5,80,85,75,True,False,True,False,True,False,95
21,0,1,2,1,1,2,3,3,4,0,1,0,1,5,4,67,90,41,True,False,True,False,False,True,54
19,0,1,6,0,1,4,5,5,4,1,1,0,0,4,5,97,94,96,False,True,True,False,False,True,95
22,0,1,4,1,1,3,5,1,0,0,0,1,0,3,4,44,33,52,False,True,True,False,False,True,43
20,0,1,3,1,1,4,5,5,5,1,0,0,1,5,3,87,92,89,True,False,False,True,False,True,90
15,0,1,2,0,0,4,5,4,2,1,1,1,0,2,4,60,49,68,True,False,True,False,False,True,66
20,0,1,4,0,0,2,3,2,2,0,0,0,1,5,2,88,91,79,True,False,False,True,True,False,86
19,1,1,5,0,0,3,4,4,5,0,1,0,0,3,1,77,81,82,True,False,False,True,False,True,85
16,0,1,1,0,1,2,5,4,3,1,1,1,0,3,3,85,80,75,False,True,True,False,False,True,82
20,0,1,3,0,0,1,4,1,0,0,0,3,0,4,5,72,80,72,False,True,True,False,True,False,75
19,0,1,4,0,1,4,2,5,4,1,1,0,0,4,5,96,97,95,True,False,False,True,False,True,96
16,0,1,4,0,0,2,5,3,1,0,0,1,1,3,4,76,72,89,True,False,True,False,True,False,75
19,1,1,3,0,0,3,3,4,2,1,0,0,1,4,3,91,85,90,True,False,True,False,True,False,89
21,0,1,2,0,1,1,2,4,3,1,0,0,0,3,4,96,75,75,True,False,True,False,False,True,77
21,0,1,4,1,1,5,4,4,2,0,0,0,1,5,4,68,99,96,False,True,False,True,False,True,54
26,1,0,10,1,0,5,4,3,2,1,1,1,1,3,4,65,77,66,True,False,False,True,True,False,92
19,0,1,7,0,1,3,5,5,5,1,1,0,0,4,2,57,68,58,False,True,False,True,False,True,63
27,0,0,9,0,1,1,4,5,2,0,0,4,1,3,4,52,57,85,True,False,False,True,True,False,63
24,0,1,1,0,1,4,5,3,4,0,0,0,0,5,5,54,62,88,True,False,True,False,False,True,80
21,1,0,4,1,0,4,5,1,5,0,0,0,0,6,4,86,98,98,False,True,False,True,True,False,91
18,0,1,9,1,1,4,4,5,2,1,1,1,0,4,2,56,73,61,True,False,False,True,True,False,62
26,1,0,7,1,0,4,3,0,1,1,0,1,0,5,2,96,71,94,False,True,True,False,False,True,87
19,1,0,5,1,4,3,5,4,4,1,1,0,2,4,4,88,94,100,True,False,True,False,False,True,93
22,0,1,8,1,0,4,2,1,5,0,1,2,0,3,1,52,48,50,False,True,False,True,False,True,52
25,0,0,4,0,1,4,4,5,1,1,0,0,1,4,5,72,56,68,True,False,False,True,False,True,77
16,0,1,2,1,1,1,5,2,2,1,0,2,1,3,4,50,74,64,True,False,True,False,False,True,90
20,0,1,0,0,1,4,4,4,4,1,1,1,0,4,5,80,80,80,False,True,True,False,False,True,76
22,0,1,3,1,1,3,4,3,4,1,0,0,1,5,4,85,88,76,False,True,True,False,True,False,82
24,1,1,3,0,0,4,2,3,3,1,1,1,1,4,2,88,91,79,True,False,False,True,False,True,98
18,1,1,2,0,1,2,2,1,1,1,0,1,0,11,3,85,91,71,False,True,True,False,True,False,82
19,1,1,2,0,1,4,5,5,5,1,1,0,0,3,5,35,60,41,False,True,False,True,False,True,44
21,1,1,4,0,1,2,4,3,5,1,0,4,0,6,5,74,64,84,False,True,False,True,True,False,71
15,1,0,1,0,1,3,5,2,3,0,1,1,0,4,3,55,45,65,True,False,True,False,True,False,60
18,1,1,6,1,1,3,4,3,1,0,0,1,0,6,5,71,85,89,False,True,False,True,False,True,91
18,1,1,1,1,0,5,5,4,3,1,1,4,0,5,1,98,99,97,True,False,False,True,False,True,98
20,1,1,6,0,0,5,5,5,5,1,1,1,1,4,5,96,90,75,True,False,False,True,False,True,87
18,1,1,11,1,1,1,3,5,2,1,1,2,0,3,1,65,73,49,True,False,True,False,True,False,62
21,0,1,3,1,0,4,3,3,4,1,1,1,0,5,4,87,86,89,False,True,False,True,False,True,87
20,1,1,4,1,1,3,4,1,1,1,1,1,0,4,5,89,87,85,True,False,True,False,False,True,87
23,1,1,7,1,1,2,2,2,2,0,1,0,0,3,3,89,91,79,True,False,False,True,True,False,85
19,1,1,5,1,0,4,5,3,4,1,1,0,0,4,4,80,80,82,True,False,True,False,False,True,82
20,1,1,3,1,1,4,4,5,5,1,0,0,0,5,3,91,92,90,True,False,False,True,False,True,89
24,0,1,7,1,0,4,5,2,1,1,0,3,0,3,3,85,82,73,False,True,True,False,True,False,99
21,0,1,3,0,0,5,5,4,2,1,1,0,2,5,5,83,84,90,False,True,True,False,False,True,86
18,0,0,5,0,0,4,4,3,3,0,0,2,1,3,5,82,87,84,True,False,True,False,False,True,85
20,1,0,8,1,1,2,5,4,3,0,1,2,1,3,2,65,54,74,False,True,False,True,True,False,80
21,1,1,4,1,1,5,5,4,4,1,1,0,1,10,5,85,80,75,True,False,True,False,False,True,82
23,1,1,7,1,1,4,4,4,4,1,1,0,0,3,3,88,91,79,False,True,False,True,True,False,84
15,1,1,2,0,0,3,1,3,2,1,1,0,1,7,4,87,80,83,False,True,True,False,True,False,82
21,0,1,2,0,1,4,5,1,1,1,1,1,0,5,5,79,78,77,False,True,True,False,False,True,75
21,0,0,4,1,1,3,4,3,3,1,1,1,1,3,4,88,91,78,False,True,True,False,False,True,87
22,1,1,6,1,1,2,4,1,3,1,0,0,0,9,5,67,98,60,False,True,False,True,False,True,49
16,1,1,2,0,0,3,5,4,2,1,1,1,0,4,4,99,59,89,True,False,False,True,False,True,95
19,0,1,7,0,0,3,5,5,2,1,0,4,1,4,3,55,83,60,True,False,True,False,True,False,65
15,0,0,1,0,0,1,5,4,2,1,1,3,0,6,5,56,73,49,False,True,True,False,False,True,88
